lon,lat
-124.0543234,46.3523219
-123.1207375,49.2827291
-123.1207375,49.2827291
-123.1207375,49.2827291
-123.1207375,49.2827291
-123.1207375,49.2827291
-123.0824217,49.2501243
-122.6948697,47.6445386
-122.6764815,45.5230622
-122.6716063,45.6318397
-122.4194155,37.7749295
-122.4194155,37.7749295
-122.4194155,37.7749295
-122.4077498,37.654656
-122.4075606,37.7816439
-122.4014193,37.4337342
-122.2913078,37.8271784
-122.2363548,37.4852152
-122.1660756,37.424106
-122.1430195,37.4418834
-122.1430195,37.4418834
-122.0838511,37.3860517
-122.0575434,37.387474
-122.0307963,36.9741171
-121.7405167,38.5449065
-121.6555013,36.6777372
-121.6543901,37.1305012
-121.5220034,45.6967954
-121.4943996,38.5815719
-121.4943996,38.5815719
-121.4943996,38.5815719
-121.4168133,38.5796726
-120.7401385,47.7510741
-120.7401385,47.7510741
-119.6981901,34.4208305
-119.6981901,34.4208305
-119.5588208,49.9473663
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.4179324,36.778261
-119.2925679,45.8548306
-118.9718054,35.4079139
-118.8596804,35.4937274
-118.4517449,33.9802893
-118.2694626,34.0746468
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.1937395,33.7700504
-118.1937395,33.7700504
-118.1137535,34.0165053
-117.9544069,33.7090212
-117.8861205,33.6774072
-117.865339,34.1361187
-117.2976283,56.2372231
-117.2919818,33.0369867
-117.1666654,46.7335425
-117.1610838,32.715738
-116.5765035,53.9332706
-116.419389,34.9592083
-116.3100095,33.6633573
-116.2146068,43.6187102
-115.2837585,30.8406338
-115.1398296,36.1699412
-115.1398296,36.1699412
-115.1398296,36.1699412
-115.1398296,36.1699412
-115.1398296,36.1699412
-114.0708459,51.0486151
-113.7746723,50.3463355
-112.0740373,33.4483771
-112.0740373,33.4483771
-112.0740373,33.4483771
-112.0740373,33.4483771
-111.0937311,39.3209801
-111.0937311,39.3209801
-111.0937311,34.0489281
-111.0429339,45.6769979
-110.926479,32.2217429
-109.7124043,23.0798696
-109.6840887,48.549999
-106.6391577,31.8559384
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-105.7820674,39.5500507
-105.7820674,28.4854458
-105.5108312,39.9613759
-105.5108059,39.9620643
-105.2253316,20.653407
-105.084423,40.5852602
-104.8319195,39.7294319
-104.8319195,39.7294319
-104.7107931,47.106401
-103.3496092,20.6596988
-103.3496092,20.6596988
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-102.552784,23.634501
-101.4282369,20.952141
-101.3544964,20.6786652
-101.0020119,47.5514926
-100.9855409,22.1564699
-100.3161126,25.6866142
-99.9018131,31.9685988
-99.9018131,31.9685988
-99.9018131,31.9685988
-99.9018131,31.9685988
-99.2311361,18.9369695
-99.2215659,18.9242095
-99.2215659,18.9242095
-99.1800849,19.3715306
-99.1411154,23.7369164
-99.133208,19.4326077
-99.133208,19.4326077
-99.133208,19.4326077
-99.133208,19.4326077
-99.0978796,19.6385618
-98.7591311,20.1010608
-98.4936282,29.4241219
-98.4936282,29.4241219
-98.3841691,21.6147526
-98.3052374,19.0568652
-98.2062727,19.0414398
-98.0028892,30.0537607
-97.7430608,30.267153
-97.7430608,30.267153
-97.7430608,30.267153
-97.7430608,30.267153
-97.7430608,30.267153
-97.7430608,30.267153
-97.7430608,30.267153
-97.5644707,35.5278582
-97.4107128,35.463494
-97.390305,37.680651
-97.3343235,32.7525428
-96.7969879,32.7766642
-96.7298519,32.9483335
-96.5716694,39.1836082
-96.358814,36.127413
-96.3344068,30.627977
-96.1342241,19.173773
-95.9979883,41.2523634
-95.971261,36.153315
-95.971261,36.153315
-95.857444,36.118537
-95.8243956,29.7857853
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.5815578,29.8886299
-95.4018312,29.7173941
-95.3900419,45.6502392
-95.3698028,29.7604267
-95.3698028,29.7604267
-95.3698028,29.7604267
-95.3698028,29.7604267
-95.2352501,38.9716689
-95.2091006,29.6910625
-94.9113431,39.31823
-94.7404891,32.5007037
-94.705405,37.4196255
-94.705405,37.4196255
-94.6858998,46.729553
-94.6858998,46.729553
-94.6858998,46.729553
-94.6707917,38.9822282
-94.5785667,39.0997265
-94.5785667,39.0997265
-94.3471222,35.2865901
-94.2462532,39.0084897
-94.146938,36.1227334
-93.2922989,37.2089572
-93.2650108,44.977753
-93.2650108,44.977753
-93.0899578,44.9537029
-92.280747,34.749388
-92.068731,32.5309807
-91.6656232,41.9778795
-91.5301683,41.6611277
-90.9806954,38.9794922
-90.6473576,40.9114271
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1994042,38.6270025
-90.1848103,32.2987573
-90.0715323,29.9510658
-90.0489801,35.1495343
-89.9859158,32.2732024
-89.9578688,36.7958866
-89.5878579,36.876719
-89.436391,-0.8674715
-89.4012302,43.0730517
-89.4012302,43.0730517
-89.4012302,43.0730517
-89.3985283,32.3546679
-89.2476823,48.3808951
-88.7878678,43.7844397
-88.7878678,43.7844397
-88.2314813,43.0116784
-88.1227199,42.0629915
-87.9358931,41.7697533
-87.663045,41.8810644
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-86.954437,33.4017766
-86.80249,33.5206608
-86.7816016,36.1626638
-86.5804473,35.5174913
-86.3376761,35.7724263
-86.158068,39.768403
-86.158068,39.768403
-86.1349019,40.2671941
-85.6023643,44.3148443
-85.323214,51.253775
-85.323214,51.253775
-85.323214,51.253775
-85.0032471,34.7733488
-84.874871,38.1992104
-84.5555347,42.732535
-84.5555347,42.732535
-84.5499327,33.952602
-84.5037164,38.0405837
-84.3879824,33.7489954
-84.3879824,33.7489954
-84.3879824,33.7489954
-84.3879824,33.7489954
-84.3879824,33.7489954
-84.328008,33.7993178
-84.2963123,33.7748275
-84.2866083,39.6428362
-84.2807329,30.4382559
-84.0695961,9.4838791
-83.7430378,42.2808256
-83.7430378,42.2808256
-83.0457538,42.331427
-82.907123,40.4172871
-82.907123,40.4172871
-82.9000751,32.1656221
-82.9000751,32.1656221
-82.5993294,39.7136754
-82.5369872,28.4831682
-82.3940104,34.8526176
-82.3248262,29.6516344
-82.3248262,29.6516344
-82.0105148,33.4734978
-81.8724505,42.6313566
-81.8661442,28.0582985
-81.7075355,25.9397412
-81.6943605,41.49932
-81.6586103,41.5032306
-81.644519,28.8024918
-81.5480141,28.3676629
-81.5190053,41.0814447
-81.5157535,27.6648274
-81.5157535,27.6648274
-81.5157535,27.6648274
-81.5157535,27.6648274
-81.5157535,27.6648274
-81.5157535,27.6648274
-81.5157535,27.6648274
-81.5116924,27.5700134
-81.5116924,27.5700134
-81.3578859,41.1536674
-81.2452768,42.9849233
-81.2452768,42.9849233
-81.2452768,42.9849233
-81.2452768,42.9849233
-81.1862688,43.0015007
-81.1637245,33.836081
-80.958462,-2.2233633
-80.958462,-2.2233633
-80.958462,-2.2233633
-80.958462,-2.2233633
-80.958462,-2.2233633
-80.9001863,-2.2306406
-80.9001863,-2.2306406
-80.8593845,-2.2268901
-80.8593845,-2.2268901
-80.8431267,35.2270869
-80.782127,8.537981
-80.782127,8.537981
-80.7089101,-0.9676533
-80.7089101,-0.9676533
-80.678988,32.433535
-80.678988,32.433535
-80.5827272,-1.3525694
-80.5048749,43.5412475
-80.452644,-1.0543434
-80.4524903,-1.054723
-80.4524903,-1.054723
-80.4524903,-1.054723
-80.4524903,-1.054723
-80.4234167,37.2283843
-80.3099968,25.7925426
-80.2446779,-4.3862724
-80.2397852,41.2270025
-80.2377078,-1.8197455
-80.1596041,-0.8406658
-80.0943113,43.9199788
-80.0942087,26.9342246
-80.0656611,-3.5562451
-79.9958864,40.4406248
-79.977669,-1.86218
-79.9703547,-1.8636132
-79.9668308,-3.4593888
-79.9668308,-3.4593888
-79.9584397,-4.1031257
-79.9583541,-3.2592413
-79.9583541,-3.2592413
-79.9553924,-3.2581112
-79.9553924,-3.2581112
-79.9553924,-3.2581112
-79.9553924,-3.2581112
-79.9553924,-3.2581112
-79.9553924,-3.2581112
-79.9430537,-3.9606897
-79.9414266,37.2709704
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9360593,-4.3758269
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
-79.9223592,-2.1709979
